ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP
hKZ3dwsn,Barueri,Vitoria,0,0,0,1,2010-07-24,11,1.81,3.40,3.99,2010,serie-a
tpWacJRu,Vasco,Atletico GO,2,0,2,0,2010-07-24,11,1.53,3.65,5.90,2010,serie-a
8tuYiFeH,Ceara,Palmeiras,0,0,0,1,2010-07-25,11,2.02,3.27,3.37,2010,serie-a
Eu75Z6uj,Botafogo RJ,Fluminense,1,1,2,1,2010-07-25,11,2.55,3.22,2.55,2010,serie-a
EZNCfHBb,Cruzeiro,Gremio,2,2,4,1,2010-07-25,11,1.84,3.26,4.04,2010,serie-a
KI71zmQq,Corinthians,Guarani,3,1,4,0,2010-07-25,11,1.40,4.12,7.27,2010,serie-a
QHkThetB,Goias,Atletico-PR,0,2,2,2,2010-07-25,11,1.73,3.39,4.43,2010,serie-a
r9SGgyR4,Internacional,Flamengo RJ,1,0,1,0,2010-07-25,11,1.76,3.37,4.32,2010,serie-a
zqP8ecdh,Santos,Sao Paulo,1,0,1,0,2010-07-25,11,1.67,3.58,4.66,2010,serie-a
8EIvdAXd,Atletico GO,Guarani,1,1,2,1,2010-07-31,12,1.82,3.44,3.95,2010,serie-a
hW59YQfd,Fluminense,Atletico-PR,3,1,4,0,2010-07-31,12,1.52,3.67,6.03,2010,serie-a
n5HreUn3,Sao Paulo,Ceara,2,1,3,0,2010-07-31,12,1.71,3.44,4.58,2010,serie-a
CfPZn6fq,Atletico-MG,Cruzeiro,0,1,1,2,2010-08-01,12,2.63,3.23,2.45,2010,serie-a
fVKjg8HF,Vitoria,Botafogo RJ,1,3,4,2,2010-08-01,12,2.36,3.23,2.77,2010,serie-a
joOwnQ9k,Barueri,Santos,1,2,3,2,2010-08-01,12,2.29,3.26,2.85,2010,serie-a
K2X7innS,Internacional,Gremio,0,0,0,1,2010-08-01,12,2.22,3.22,2.99,2010,serie-a
tSGnfl29,Palmeiras,Corinthians,1,1,2,1,2010-08-01,12,2.55,3.21,2.55,2010,serie-a
xfAehSWL,Avai,Goias,4,1,5,0,2010-08-01,12,1.78,3.39,4.21,2010,serie-a
Y9DropPe,Flamengo RJ,Vasco,0,0,0,1,2010-08-01,12,2.26,3.22,2.92,2010,serie-a
25Tx9mH2,Botafogo RJ,Atletico-MG,3,0,3,0,2010-08-07,13,1.73,3.43,4.49,2010,serie-a
tdSt87W8,Guarani,Avai,4,1,5,0,2010-08-07,13,2.43,3.20,2.70,2010,serie-a
bXMo7RoF,Corinthians,Flamengo RJ,1,0,1,0,2010-08-08,13,1.68,3.40,4.88,2010,serie-a
COzU0POr,Ceara,Atletico GO,0,0,0,1,2010-08-08,13,1.61,3.51,5.35,2010,serie-a
fmQYaqvk,Gremio,Fluminense,1,2,3,2,2010-08-08,13,2.23,3.27,2.95,2010,serie-a
ppHnp4v2,Atletico-PR,Sao Paulo,1,1,2,1,2010-08-08,13,2.34,3.20,2.79,2010,serie-a
t4OtbN81,Cruzeiro,Barueri,0,0,0,1,2010-08-08,13,1.52,3.69,6.00,2010,serie-a
WpLg55GR,Goias,Palmeiras,1,1,2,1,2010-08-08,13,2.32,3.25,2.80,2010,serie-a
YwPxa3ge,Vasco,Vitoria,1,0,1,0,2010-08-08,13,1.57,3.64,5.36,2010,serie-a
KfNpcsO7,Atletico GO,Botafogo RJ,0,2,2,2,2010-08-14,14,2.45,3.24,2.65,2010,serie-a
QHPyMQ08,Palmeiras,Atletico-PR,2,0,2,0,2010-08-14,14,1.71,3.44,4.54,2010,serie-a
SrkzCtw1,Atletico-MG,Guarani,3,1,4,0,2010-08-14,14,1.74,3.44,4.36,2010,serie-a
vLTuLpGE,Flamengo RJ,Ceara,1,0,1,0,2010-08-14,14,1.85,3.29,3.98,2010,serie-a
A7vuB0h7,Gremio,Goias,2,0,2,0,2010-08-15,14,1.68,3.46,4.71,2010,serie-a
CYRmJOpR,Barueri,Vasco,1,2,3,2,2010-08-15,14,2.43,3.20,2.68,2010,serie-a
hS9GErgr,Avai,Corinthians,3,2,5,0,2010-08-15,14,2.36,3.24,2.75,2010,serie-a
UcWWCMNf,Vitoria,Santos,4,2,6,0,2010-08-15,14,2.27,3.26,2.90,2010,serie-a
YsTqK4VK,Sao Paulo,Cruzeiro,2,2,4,1,2010-08-15,14,2.05,3.25,3.34,2010,serie-a
zyXSD28l,Fluminense,Internacional,3,0,3,0,2010-08-15,14,1.60,3.61,5.26,2010,serie-a
dlENPa70,Ceara,Gremio,2,1,3,0,2010-08-21,15,2.13,3.20,3.18,2010,serie-a
KMgwYNaK,Botafogo RJ,Avai,1,0,1,0,2010-08-21,15,1.56,3.70,5.48,2010,serie-a
tWfZY3pE,Goias,Barueri,1,2,3,2,2010-08-21,15,1.78,3.40,4.19,2010,serie-a
2oqrXsFQ,Santos,Atletico-MG,2,0,2,0,2010-08-22,15,1.60,3.60,5.22,2010,serie-a
GxcQQuhf,Internacional,Atletico GO,1,1,2,1,2010-08-22,15,1.55,3.69,5.70,2010,serie-a
lbwqAK7D,Cruzeiro,Vitoria,0,1,1,2,2010-08-22,15,1.54,3.62,5.86,2010,serie-a
U1CVNwxD,Vasco,Fluminense,2,2,4,1,2010-08-22,15,2.99,3.23,2.21,2010,serie-a
v7zAS1Ns,Guarani,Palmeiras,0,0,0,1,2010-08-22,15,2.72,3.23,2.38,2010,serie-a
YTZDRLxl,Atletico-PR,Flamengo RJ,1,0,1,0,2010-08-22,15,2.26,3.24,2.92,2010,serie-a
zuDROJM6,Corinthians,Sao Paulo,3,0,3,0,2010-08-22,15,2.01,3.23,3.46,2010,serie-a
ddU5PWcB,Gremio,Santos,1,2,3,2,2010-08-26,16,2.13,3.27,3.13,2010,serie-a
fRpbTYDh,Barueri,Atletico-PR,0,1,1,2,2010-08-26,16,2.09,3.24,3.28,2010,serie-a
GtZ6RCr5,Cruzeiro,Corinthians,1,0,1,0,2010-08-26,16,2.39,3.21,2.74,2010,serie-a
n1sjVfqt,Avai,Internacional,0,1,1,2,2010-08-26,16,2.30,3.27,2.82,2010,serie-a
QitfUEbn,Botafogo RJ,Ceara,1,0,1,0,2010-08-26,16,1.62,3.49,5.24,2010,serie-a
r5GZMciJ,Goias,Fluminense,0,3,3,2,2010-08-26,16,3.01,3.23,2.21,2010,serie-a
YHq2ShTb,Sao Paulo,Vasco,0,0,0,1,2010-08-26,16,1.92,3.31,3.69,2010,serie-a
jJT9OjDH,Flamengo RJ,Atletico-MG,0,0,0,1,2010-08-27,16,1.83,3.36,3.99,2010,serie-a
noNIMUsU,Palmeiras,Atletico GO,0,3,3,2,2010-08-27,16,1.56,3.61,5.67,2010,serie-a
U9SDNASN,Vitoria,Guarani,1,1,2,1,2010-08-27,16,1.58,3.64,5.41,2010,serie-a
6FLzsYSo,Vasco,Cruzeiro,1,1,2,1,2010-08-28,17,2.11,3.24,3.20,2010,serie-a
IHk3xAsH,Santos,Goias,2,0,2,0,2010-08-28,17,1.55,3.66,5.64,2010,serie-a
KIPvthrh,Ceara,Barueri,2,2,4,1,2010-08-28,17,1.67,3.46,4.84,2010,serie-a
lf9pIljo,Internacional,Botafogo RJ,1,0,1,0,2010-08-28,17,1.75,3.39,4.35,2010,serie-a
0tu8yUdN,Fluminense,Sao Paulo,2,2,4,1,2010-08-29,17,1.70,3.41,4.73,2010,serie-a
2sFquCcb,Corinthians,Vitoria,2,1,3,0,2010-08-29,17,1.49,3.74,6.38,2010,serie-a
EqqCzlCT,Atletico GO,Avai,2,2,4,1,2010-08-29,17,2.21,3.27,2.98,2010,serie-a
tYDmvWC4,Guarani,Flamengo RJ,2,1,3,0,2010-08-29,17,2.43,3.21,2.69,2010,serie-a
WOVwW7Kp,Atletico-PR,Gremio,1,1,2,1,2010-08-29,17,2.15,3.23,3.14,2010,serie-a
z9SjwjSA,Atletico-MG,Palmeiras,1,2,3,2,2010-08-29,17,2.19,3.23,3.03,2010,serie-a
2ww0ZehM,Atletico-PR,Ceara,2,1,3,0,2010-09-02,18,1.81,3.35,4.10,2010,serie-a
AFUsVRZj,Vitoria,Internacional,0,0,0,1,2010-09-02,18,2.38,3.23,2.74,2010,serie-a
hIOWwKwi,Gremio,Guarani,1,0,1,0,2010-09-02,18,1.56,3.59,5.66,2010,serie-a
KUFmzxwG,Cruzeiro,Flamengo RJ,1,0,1,0,2010-09-02,18,1.77,3.38,4.28,2010,serie-a
QVMvxb83,Goias,Atletico-MG,1,3,4,2,2010-09-02,18,2.14,3.24,3.12,2010,serie-a
W8Nzwvgc,Barueri,Botafogo RJ,0,1,1,2,2010-09-02,18,2.66,3.19,2.46,2010,serie-a
WCs4YF7S,Fluminense,Palmeiras,1,1,2,1,2010-09-02,18,1.64,3.49,4.99,2010,serie-a
GpJzTgVk,Sao Paulo,Atletico GO,2,1,3,0,2010-09-03,18,1.51,3.70,6.17,2010,serie-a
YLTVTZFq,Santos,Avai,2,1,3,0,2010-09-03,18,1.53,3.76,5.82,2010,serie-a
n9ZUjcNd,Ceara,Vasco,0,2,2,2,2010-09-04,19,2.30,3.16,2.91,2010,serie-a
QaYYkHx3,Corinthians,Goias,5,1,6,0,2010-09-04,19,1.39,4.18,7.41,2010,serie-a
UmNvSDpd,Botafogo RJ,Gremio,2,2,4,1,2010-09-04,19,1.76,3.35,4.38,2010,serie-a
2RhJsgpq,Flamengo RJ,Santos,0,0,0,1,2010-09-05,19,2.28,3.19,2.89,2010,serie-a
6BkWlyh9,Avai,Atletico-PR,0,1,1,2,2010-09-05,19,1.75,3.42,4.31,2010,serie-a
AidRuXEe,Internacional,Barueri,2,0,2,0,2010-09-05,19,1.38,4.12,7.80,2010,serie-a
dpGjnZyS,Atletico-MG,Sao Paulo,2,3,5,2,2010-09-05,19,2.44,3.20,2.68,2010,serie-a
p2lzle7F,Palmeiras,Cruzeiro,2,3,5,2,2010-09-05,19,2.26,3.18,2.98,2010,serie-a
tIiNtDak,Atletico GO,Vitoria,4,1,5,0,2010-09-05,19,2.20,3.24,3.01,2010,serie-a
vPmvmFML,Guarani,Fluminense,2,1,3,0,2010-09-05,19,3.04,3.25,2.18,2010,serie-a
EBmRuOKC,Atletico-PR,Corinthians,1,1,2,1,2010-09-09,20,2.60,3.19,2.52,2010,serie-a
IqfIspj0,Goias,Guarani,3,1,4,0,2010-09-09,20,2.16,3.22,3.14,2010,serie-a
lreVviU1,Sao Paulo,Flamengo RJ,2,0,2,0,2010-09-09,20,1.72,3.40,4.58,2010,serie-a
nDFT1EyF,Fluminense,Ceara,3,1,4,0,2010-09-09,20,1.50,3.71,6.47,2010,serie-a
OMfErQzf,Gremio,Atletico GO,2,0,2,0,2010-09-09,20,1.57,3.62,5.55,2010,serie-a
tEX1q6Lm,Cruzeiro,Internacional,1,0,1,0,2010-09-09,20,2.23,3.20,3.01,2010,serie-a
WnbMt456,Vitoria,Palmeiras,1,1,2,1,2010-09-09,20,2.24,3.23,2.97,2010,serie-a
f5cM3z72,Santos,Botafogo RJ,0,1,1,2,2010-09-10,20,1.87,3.35,3.78,2010,serie-a
hjGP2fM8,Vasco,Atletico-MG,1,1,2,1,2010-09-10,20,1.74,3.41,4.44,2010,serie-a
Oxwcpn6s,Barueri,Avai,1,1,2,1,2010-09-10,20,2.41,3.17,2.75,2010,serie-a
h2nVvrzJ,Corinthians,Gremio,0,1,1,2,2010-09-11,21,1.65,3.47,5.06,2010,serie-a
SvRB1oSP,Flamengo RJ,Vitoria,2,2,4,1,2010-09-11,21,1.93,3.27,3.72,2010,serie-a
tWO3gNZ5,Atletico GO,Fluminense,2,1,3,0,2010-09-11,21,2.91,3.23,2.28,2010,serie-a
EqNBi14I,Avai,Cruzeiro,1,2,3,2,2010-09-12,21,2.52,3.22,2.58,2010,serie-a
KMN7hskC,Ceara,Santos,2,1,3,0,2010-09-12,21,2.44,3.23,2.68,2010,serie-a
llS72RCJ,Palmeiras,Vasco,0,0,0,1,2010-09-12,21,2.20,3.19,3.07,2010,serie-a
nP7rdPkm,Guarani,Atletico-PR,1,0,1,0,2010-09-12,21,2.12,3.22,3.19,2010,serie-a
OfUbf3Ka,Internacional,Goias,0,0,0,1,2010-09-12,21,1.34,4.41,8.42,2010,serie-a
tn7neq5g,Atletico-MG,Barueri,1,0,1,0,2010-09-12,21,1.57,3.69,5.44,2010,serie-a
YL3vc5zs,Botafogo RJ,Sao Paulo,2,0,2,0,2010-09-12,21,2.11,3.24,3.22,2010,serie-a
2PJxArKn,Fluminense,Corinthians,1,2,3,2,2010-09-16,22,2.09,3.22,3.29,2010,serie-a
EDY55KYH,Vitoria,Ceara,0,0,0,1,2010-09-16,22,1.83,3.36,4.07,2010,serie-a
Ov8o8Mla,Cruzeiro,Guarani,4,2,6,0,2010-09-16,22,1.49,3.70,6.62,2010,serie-a
t0zb7t45,Gremio,Palmeiras,1,2,3,2,2010-09-16,22,1.92,3.29,3.74,2010,serie-a
tGIt92Zh,Barueri,Flamengo RJ,1,2,3,2,2010-09-16,22,2.60,3.19,2.54,2010,serie-a
tz524vlO,Atletico-PR,Atletico-MG,2,1,3,0,2010-09-16,22,1.98,3.25,3.56,2010,serie-a
WtT6F4dP,Santos,Atletico GO,4,2,6,0,2010-09-16,22,1.55,3.68,5.68,2010,serie-a
zNZ160JB,Goias,Botafogo RJ,4,1,5,0,2010-09-16,22,2.57,3.21,2.56,2010,serie-a
QJQFjLJO,Sao Paulo,Internacional,1,3,4,2,2010-09-17,22,2.02,3.24,3.45,2010,serie-a
YkFYAO4t,Vasco,Avai,1,1,2,1,2010-09-17,22,1.70,3.44,4.69,2010,serie-a
dWdTML3h,Botafogo RJ,Cruzeiro,2,2,4,1,2010-09-18,23,2.29,3.21,2.89,2010,serie-a
KQ363b3U,Corinthians,Barueri,3,0,3,0,2010-09-18,23,1.32,4.54,8.75,2010,serie-a
UTChJw3H,Atletico GO,Atletico-PR,1,2,3,2,2010-09-18,23,1.95,3.30,3.56,2010,serie-a
043KOsZu,Palmeiras,Sao Paulo,0,2,2,2,2010-09-19,23,2.46,3.19,2.66,2010,serie-a
4d0yLaY4,Atletico-MG,Vitoria,2,3,5,2,2010-09-19,23,1.82,3.36,4.04,2010,serie-a
E77ON1ln,Flamengo RJ,Fluminense,3,3,6,1,2010-09-19,23,2.84,3.21,2.33,2010,serie-a
n5NmKJmB,Internacional,Vasco,1,0,1,0,2010-09-19,23,1.68,3.45,4.77,2010,serie-a
t4GdIcIN,Ceara,Goias,1,1,2,1,2010-09-19,23,1.78,3.40,4.25,2010,serie-a
zNeXLuJb,Guarani,Santos,0,0,0,1,2010-09-19,23,2.76,3.23,2.37,2010,serie-a
zRF0HHXT,Avai,Gremio,0,3,3,2,2010-09-19,23,2.30,3.21,2.88,2010,serie-a
4QBVYI24,Barueri,Palmeiras,0,1,1,2,2010-09-23,24,2.88,3.24,2.28,2010,serie-a
d08NzuYi,Vasco,Botafogo RJ,2,2,4,1,2010-09-23,24,2.62,3.21,2.49,2010,serie-a
dCzPD8We,Atletico-PR,Internacional,1,0,1,0,2010-09-23,24,2.61,3.18,2.53,2010,serie-a
I99JyLIo,Santos,Corinthians,2,3,5,2,2010-09-23,24,2.38,3.22,2.76,2010,serie-a
nk1zYxIA,Cruzeiro,Ceara,2,0,2,0,2010-09-23,24,1.44,3.89,7.10,2010,serie-a
UcOnXdXG,Gremio,Flamengo RJ,2,2,4,1,2010-09-23,24,1.74,3.45,4.43,2010,serie-a
xz2SCyto,Sao Paulo,Guarani,2,1,3,0,2010-09-23,24,1.48,3.77,6.65,2010,serie-a
zcnGFU1q,Goias,Atletico GO,1,3,4,2,2010-09-23,24,2.17,3.22,3.11,2010,serie-a
EmoKElHk,Vitoria,Avai,3,0,3,0,2010-09-24,24,1.72,3.43,4.50,2010,serie-a
jN7RZbmb,Fluminense,Atletico-MG,5,1,6,0,2010-09-24,24,1.69,3.51,4.70,2010,serie-a
2gqWY98L,Guarani,Vasco,1,0,1,0,2010-09-25,25,2.45,3.14,2.74,2010,serie-a
6RkNzWw9,Flamengo RJ,Palmeiras,1,3,4,2,2010-09-25,25,2.17,3.22,3.10,2010,serie-a
AFvTCSo2,Sao Paulo,Goias,0,3,3,2,2010-09-25,25,1.51,3.77,6.05,2010,serie-a
SziJyCO2,Santos,Cruzeiro,4,1,5,0,2010-09-25,25,2.47,3.24,2.64,2010,serie-a
UNV0R7ok,Atletico GO,Barueri,3,0,3,0,2010-09-25,25,1.65,3.57,4.82,2010,serie-a
8EU4QR0e,Vitoria,Fluminense,1,2,3,2,2010-09-26,25,2.41,3.23,2.73,2010,serie-a
dGrzYTNR,Atletico-MG,Gremio,1,2,3,2,2010-09-26,25,2.28,3.27,2.85,2010,serie-a
natdSmWr,Internacional,Corinthians,3,2,5,0,2010-09-26,25,2.03,3.28,3.36,2010,serie-a
O2pSZkgF,Botafogo RJ,Atletico-PR,1,1,2,1,2010-09-26,25,1.89,3.29,3.87,2010,serie-a
xlZ8PoG1,Avai,Ceara,5,0,5,0,2010-09-26,25,1.91,3.29,3.76,2010,serie-a
lI3ivoVf,Goias,Flamengo RJ,1,1,2,1,2010-09-29,26,2.29,3.23,2.86,2010,serie-a
z5v8n9NE,Vasco,Santos,3,1,4,0,2010-09-29,26,2.32,3.22,2.82,2010,serie-a
2L7ew5p1,Ceara,Atletico-MG,0,0,0,1,2010-09-30,26,2.22,3.17,3.06,2010,serie-a
8IxGpmhR,Barueri,Guarani,4,2,6,0,2010-09-30,26,2.28,3.22,2.90,2010,serie-a
Cnsyt70r,Cruzeiro,Atletico GO,3,0,3,0,2010-09-30,26,1.44,3.98,6.73,2010,serie-a
fe4muRFl,Gremio,Sao Paulo,4,2,6,0,2010-09-30,26,2.08,3.25,3.28,2010,serie-a
GvYCO5V7,Corinthians,Botafogo RJ,1,1,2,1,2010-09-30,26,1.61,3.63,5.03,2010,serie-a
M1z4mk88,Palmeiras,Internacional,2,0,2,0,2010-09-30,26,2.37,3.20,2.78,2010,serie-a
ppc0xPa7,Atletico-PR,Vitoria,1,0,1,0,2010-09-30,26,1.73,3.45,4.46,2010,serie-a
URwCoTxL,Fluminense,Avai,1,0,1,0,2010-09-30,26,1.47,3.95,6.38,2010,serie-a
6whZhppl,Cruzeiro,Atletico-PR,0,0,0,1,2010-10-02,27,1.67,3.48,4.85,2010,serie-a
CGhVgQUs,Barueri,Fluminense,1,1,2,1,2010-10-02,27,3.45,3.30,1.99,2010,serie-a
faCban7K,Vasco,Goias,3,2,5,0,2010-10-02,27,1.66,3.55,4.80,2010,serie-a
G8Df0SiE,Santos,Palmeiras,1,1,2,1,2010-10-02,27,2.03,3.29,3.36,2010,serie-a
lnFoh4af,Internacional,Guarani,3,0,3,0,2010-10-02,27,1.41,4.00,7.50,2010,serie-a
Ozd4yqFD,Corinthians,Ceara,2,2,4,1,2010-10-02,27,1.38,4.20,7.60,2010,serie-a
pE8fjrU6,Vitoria,Gremio,0,3,3,2,2010-10-02,27,1.97,3.29,3.54,2010,serie-a
xO13b6MQ,Botafogo RJ,Flamengo RJ,1,1,2,1,2010-10-02,27,2.11,3.24,3.20,2010,serie-a
6N9jiOE0,Atletico GO,Atletico-MG,2,3,5,2,2010-10-03,27,2.21,3.22,3.05,2010,serie-a
vy8bk2qD,Avai,Sao Paulo,0,0,0,1,2010-10-03,27,2.39,3.22,2.73,2010,serie-a
82GkmUvC,Ceara,Internacional,1,0,1,0,2010-10-07,28,2.30,3.19,2.92,2010,serie-a
dE1MihQt,Fluminense,Santos,0,3,3,2,2010-10-07,28,1.74,3.46,4.27,2010,serie-a
hvC2lMbJ,Sao Paulo,Vitoria,2,0,2,0,2010-10-07,28,1.64,3.57,4.89,2010,serie-a
ITkVkWfg,Atletico-MG,Corinthians,2,1,3,0,2010-10-07,28,2.70,3.24,2.40,2010,serie-a
QwBfnlfI,Atletico-PR,Vasco,0,0,0,1,2010-10-07,28,2.19,3.17,3.15,2010,serie-a
z50QjCum,Guarani,Botafogo RJ,1,1,2,1,2010-10-07,28,2.42,3.20,2.72,2010,serie-a
zkIskjAa,Gremio,Barueri,4,0,4,0,2010-10-07,28,1.35,4.48,8.00,2010,serie-a
0U0icE2J,Palmeiras,Avai,4,1,5,0,2010-10-08,28,1.60,3.57,5.30,2010,serie-a
UBHolAP5,Goias,Cruzeiro,0,1,1,2,2010-10-08,28,2.75,3.22,2.38,2010,serie-a
vLaedYHP,Flamengo RJ,Atletico GO,2,0,2,0,2010-10-08,28,1.59,3.61,5.27,2010,serie-a
hExRj3o4,Barueri,Sao Paulo,2,3,5,2,2010-10-09,29,3.38,3.29,2.02,2010,serie-a
KOpEg51o,Santos,Atletico-PR,2,0,2,0,2010-10-09,29,1.64,3.53,4.99,2010,serie-a
WblIhPGi,Vasco,Gremio,3,3,6,1,2010-10-09,29,2.15,3.24,3.14,2010,serie-a
0OcjmLpT,Ceara,Guarani,2,0,2,0,2010-10-10,29,1.82,3.30,4.12,2010,serie-a
23YNULOp,Corinthians,Atletico GO,3,4,7,2,2010-10-10,29,1.40,4.15,7.11,2010,serie-a
4d4sksGG,Internacional,Atletico-MG,1,0,1,0,2010-10-10,29,1.57,3.62,5.56,2010,serie-a
ENwNiqWc,Botafogo RJ,Palmeiras,0,0,0,1,2010-10-10,29,2.32,3.16,2.90,2010,serie-a
I3pIrugp,Avai,Flamengo RJ,2,2,4,1,2010-10-10,29,2.46,3.20,2.67,2010,serie-a
MmsVkN0A,Cruzeiro,Fluminense,1,0,1,0,2010-10-10,29,1.97,3.29,3.51,2010,serie-a
nLgnl1VM,Goias,Vitoria,1,0,1,0,2010-10-10,29,2.02,3.28,3.39,2010,serie-a
x6QryIN9,Vasco,Corinthians,2,0,2,0,2010-10-14,18,2.30,3.25,2.85,2010,serie-a
xOLk6o1L,Santos,Internacional,1,0,1,0,2010-10-14,13,1.93,3.31,3.67,2010,serie-a
4Iud420c,Flamengo RJ,Internacional,3,0,3,0,2010-10-16,30,2.38,3.18,2.77,2010,serie-a
jNydfIxj,Atletico-PR,Goias,2,1,3,0,2010-10-16,30,1.66,3.47,4.87,2010,serie-a
6k0PavFS,Atletico GO,Vasco,2,0,2,0,2010-10-17,30,2.36,3.23,2.77,2010,serie-a
8bniebNq,Vitoria,Barueri,2,0,2,0,2010-10-17,30,1.50,3.79,6.32,2010,serie-a
buu03MF3,Fluminense,Botafogo RJ,0,0,0,1,2010-10-17,30,2.17,3.18,3.16,2010,serie-a
Crq42tV9,Guarani,Corinthians,0,0,0,1,2010-10-17,30,2.81,3.25,2.33,2010,serie-a
dfqMsa8j,Sao Paulo,Santos,4,3,7,0,2010-10-17,30,2.17,3.23,3.11,2010,serie-a
f7Y810pG,Atletico-MG,Avai,2,0,2,0,2010-10-17,30,1.67,3.58,4.71,2010,serie-a
QRth5roi,Palmeiras,Ceara,1,1,2,1,2010-10-17,30,1.68,3.45,4.81,2010,serie-a
xGeL0KaM,Gremio,Cruzeiro,2,1,3,0,2010-10-17,30,2.13,3.28,3.13,2010,serie-a
tna2FJEF,Botafogo RJ,Vitoria,1,0,1,0,2010-10-23,31,1.72,3.39,4.64,2010,serie-a
z9b6EwUL,Guarani,Atletico GO,0,1,1,2,2010-10-23,31,1.98,3.23,3.61,2010,serie-a
2e0bGaa9,Vasco,Flamengo RJ,1,1,2,1,2010-10-24,31,2.66,3.16,2.49,2010,serie-a
bB3o9Hiq,Gremio,Internacional,2,2,4,1,2010-10-24,31,2.19,3.21,3.07,2010,serie-a
hUQIDcqS,Cruzeiro,Atletico-MG,3,4,7,2,2010-10-24,31,1.74,3.38,4.49,2010,serie-a
l8fagxhd,Corinthians,Palmeiras,1,0,1,0,2010-10-24,31,1.96,3.28,3.56,2010,serie-a
OI0c6Fy2,Atletico-PR,Fluminense,2,2,4,1,2010-10-24,31,2.31,3.22,2.86,2010,serie-a
pK5gHup3,Santos,Barueri,2,3,5,2,2010-10-24,31,1.27,4.89,9.82,2010,serie-a
pS1g7eMe,Ceara,Sao Paulo,2,0,2,0,2010-10-24,31,2.14,3.23,3.17,2010,serie-a
x22k8y7k,Goias,Avai,1,0,1,0,2010-10-24,31,1.88,3.34,3.81,2010,serie-a
x66dTxqF,Flamengo RJ,Corinthians,1,1,2,1,2010-10-28,32,2.37,3.21,2.76,2010,serie-a
Gd50SdbL,Fluminense,Gremio,2,0,2,0,2010-10-29,32,2.00,3.26,3.47,2010,serie-a
pdDmLEje,Atletico GO,Ceara,1,1,2,1,2010-10-29,32,2.02,3.19,3.49,2010,serie-a
Uu3lVbE2,Sao Paulo,Atletico-PR,2,1,3,0,2010-10-29,32,1.69,3.48,4.61,2010,serie-a
6B1dJhL7,Avai,Guarani,1,0,1,0,2010-10-30,32,1.74,3.43,4.35,2010,serie-a
rq7hUIT8,Palmeiras,Goias,3,2,5,0,2010-10-30,32,1.61,3.54,5.16,2010,serie-a
SK2hKY51,Vitoria,Vasco,4,2,6,0,2010-10-30,32,2.01,3.24,3.45,2010,serie-a
vaAuNzMr,Atletico-MG,Botafogo RJ,0,2,2,2,2010-10-30,32,2.01,3.31,3.42,2010,serie-a
YL9qMfyk,Internacional,Santos,1,1,2,1,2010-10-30,32,1.87,3.34,3.83,2010,serie-a
YXa5RGDR,Barueri,Cruzeiro,0,2,2,2,2010-10-30,32,3.93,3.38,1.83,2010,serie-a
EJRuL5dC,Goias,Gremio,0,2,2,2,2010-11-03,33,2.51,3.24,2.56,2010,serie-a
QcZSN7Cg,Guarani,Atletico-MG,0,0,0,1,2010-11-03,33,2.64,3.18,2.49,2010,serie-a
WzzPOmcm,Botafogo RJ,Atletico GO,3,2,5,0,2010-11-03,33,1.60,3.58,5.22,2010,serie-a
xzIjsdDE,Santos,Vitoria,1,1,2,1,2010-11-03,33,1.48,3.84,6.23,2010,serie-a
zTSyMos6,Internacional,Fluminense,0,0,0,1,2010-11-03,33,1.91,3.32,3.70,2010,serie-a
86duNRRa,Cruzeiro,Sao Paulo,0,2,2,2,2010-11-04,33,1.85,3.34,3.91,2010,serie-a
8tRqKPBI,Ceara,Flamengo RJ,2,2,4,1,2010-11-04,33,2.17,3.17,3.12,2010,serie-a
bqJnrxb8,Corinthians,Avai,4,0,4,0,2010-11-04,33,1.36,4.34,7.71,2010,serie-a
IXVKPTss,Vasco,Barueri,2,1,3,0,2010-11-05,33,1.36,4.30,7.85,2010,serie-a
MqVmJqRO,Atletico-PR,Palmeiras,1,0,1,0,2010-11-05,33,2.43,3.11,2.73,2010,serie-a
0K7IY4B5,Atletico-MG,Santos,2,2,4,1,2010-11-06,34,1.83,3.37,4.01,2010,serie-a
fs7MXOQB,Gremio,Ceara,5,1,6,0,2010-11-06,34,1.44,3.94,6.96,2010,serie-a
YX5QWrtI,Atletico GO,Internacional,2,2,4,1,2010-11-06,34,2.40,3.21,2.72,2010,serie-a
bkOAx7Rn,Flamengo RJ,Atletico-PR,0,1,1,2,2010-11-07,34,1.83,3.33,4.02,2010,serie-a
j90VV2eO,Vitoria,Cruzeiro,0,1,1,2,2010-11-07,34,2.68,3.22,2.43,2010,serie-a
K4CJzoda,Barueri,Goias,4,1,5,0,2010-11-07,34,2.42,3.23,2.68,2010,serie-a
S6XvrT3P,Sao Paulo,Corinthians,0,2,2,2,2010-11-07,34,2.28,3.20,2.91,2010,serie-a
UaaZUMAU,Avai,Botafogo RJ,0,0,0,1,2010-11-07,34,2.39,3.23,2.71,2010,serie-a
UFJ6wmCt,Palmeiras,Guarani,1,0,1,0,2010-11-07,34,1.95,3.21,3.70,2010,serie-a
xtNEyRtg,Fluminense,Vasco,1,0,1,0,2010-11-07,34,1.89,3.31,3.80,2010,serie-a
QJ6TrtuU,Ceara,Botafogo RJ,2,2,4,1,2010-11-11,35,2.29,3.21,2.88,2010,serie-a
