ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP,BPTA,BGFA,BGAA,BGB,RPTA,RGFA,RGAA,RGD
vPMoqBDo,Corinthians,Figueirense,1,1,2,1,2012-06-08,3,1.55,3.77,5.71,2012,serie-a,2,2,0,2,0,0,0,0
v3VDxRdT,Flamengo RJ,Coritiba,3,1,4,0,2012-06-09,4,1.89,3.35,3.91,2012,serie-a,1,0,2,0,0,1,0,1
8IgyfSR3,Cruzeiro,Sport Recife,1,0,1,0,2012-06-10,4,1.56,3.77,5.58,2012,serie-a,1,1,1,1,0,0,0,0
bmCpX4Kj,Palmeiras,Atletico-MG,0,1,1,2,2012-06-10,4,2.06,3.33,3.34,2012,serie-a,2,2,2,2,1,1,1,1
Cj0Selci,Sao Paulo,Santos,1,0,1,0,2012-06-10,4,1.82,3.4,4.11,2012,serie-a,1,0,2,2,0,1,0,0
fZiqh6dG,Figueirense,Ponte Preta,0,0,0,1,2012-06-10,4,1.72,3.53,4.54,2012,serie-a,0,0,1,0,0,0,1,0
GlthjpRS,Bahia,Vasco,1,2,3,2,2012-06-10,4,2.93,3.23,2.29,2012,serie-a,2,2,0,2,1,1,0,1
KdDtYp5p,Fluminense,Internacional,0,0,0,1,2012-06-10,4,1.92,3.27,3.88,2012,serie-a,2,2,1,2,0,0,1,0
n9hugnsA,Portuguesa,Atletico GO,2,0,2,0,2012-06-10,4,2.04,3.26,3.45,2012,serie-a,2,1,2,2,0,0,0,0
Qg4Wf8Cc,Gremio,Corinthians,2,0,2,0,2012-06-10,4,1.54,3.8,5.92,2012,serie-a,0,0,0,0,1,1,1,1
YPjmiQBM,Nautico,Botafogo RJ,3,2,5,0,2012-06-10,4,2.38,3.3,2.76,2012,serie-a,2,2,0,2,0,0,1,0
tWDE7od3,Internacional,Botafogo RJ,1,2,3,2,2012-06-16,5,1.53,3.86,5.65,2012,serie-a,0,2,0,0,0,1,0,0
zgDI65B9,Cruzeiro,Figueirense,1,0,1,0,2012-06-16,5,1.72,3.51,4.52,2012,serie-a,0,2,0,0,1,0,1,1
0zccaN3q,Bahia,Sport Recife,2,1,3,0,2012-06-17,5,1.97,3.33,3.6,2012,serie-a,2,2,2,2,0,0,0,0
2uFA8Rtc,Sao Paulo,Atletico-MG,1,0,1,0,2012-06-17,5,2.06,3.22,3.41,2012,serie-a,2,1,2,2,0,0,0,0
8r5V33eS,Nautico,Gremio,1,0,1,0,2012-06-17,5,2.4,3.25,2.73,2012,serie-a,2,0,2,2,0,1,0,0
hAXJo4Zq,Flamengo RJ,Santos,1,0,1,0,2012-06-17,5,1.61,3.64,5.19,2012,serie-a,0,0,2,0,1,1,0,1
nTGM5PQF,Ponte Preta,Corinthians,1,0,1,0,2012-06-17,5,2.15,3.22,3.17,2012,serie-a,0,0,0,0,1,1,1,1
nXWNpOlj,Fluminense,Portuguesa,4,1,5,0,2012-06-17,5,1.44,4.06,6.91,2012,serie-a,0,0,0,0,1,1,1,1
QNVRqr4d,Palmeiras,Vasco,1,1,2,1,2012-06-17,5,2.34,3.21,2.85,2012,serie-a,2,2,2,2,0,0,0,0
Ui6R4qtM,Coritiba,Atletico GO,3,0,3,0,2012-06-17,5,1.81,3.43,4.12,2012,serie-a,0,0,2,1,1,1,0,0
Mko6c1Ye,Vasco,Cruzeiro,1,3,4,2,2012-06-23,6,1.72,3.55,4.52,2012,serie-a,0,0,2,0,0,0,1,0
WYVL1GPs,Portuguesa,Sao Paulo,1,0,1,0,2012-06-23,6,3.05,3.26,2.22,2012,serie-a,2,2,2,2,0,0,0,0
f98hJreF,Atletico-MG,Nautico,5,1,6,0,2012-06-24,6,1.35,4.47,8.3,2012,serie-a,0,2,0,0,1,0,1,1
ldwhL4Q2,Corinthians,Palmeiras,2,1,3,0,2012-06-24,6,2.62,3.1,2.61,2012,serie-a,2,2,1,2,0,0,0,0
MNOYbE90,Atletico GO,Fluminense,1,4,5,2,2012-06-24,6,2.82,3.19,2.38,2012,serie-a,2,2,2,2,1,1,1,1
QeVP0zul,Figueirense,Bahia,1,1,2,1,2012-06-24,6,1.59,3.69,5.37,2012,serie-a,0,0,1,0,0,0,1,0
SnxdKOu9,Gremio,Flamengo RJ,2,0,2,0,2012-06-24,6,1.66,3.6,4.81,2012,serie-a,1,2,0,2,0,0,1,0
vaZTafff,Sport Recife,Internacional,0,2,2,2,2012-06-24,6,2.86,3.15,2.37,2012,serie-a,2,2,1,2,1,1,0,1
vRe1bsJk,Botafogo RJ,Ponte Preta,1,2,3,2,2012-06-24,6,1.58,3.74,5.35,2012,serie-a,0,0,2,0,0,0,1,0
zgkAdLm2,Santos,Coritiba,2,2,4,1,2012-06-24,6,1.59,3.76,5.18,2012,serie-a,2,2,0,2,0,0,0,0
EHmCCXw0,Nautico,Fluminense,0,2,2,2,2012-06-30,7,2.83,3.25,2.35,2012,serie-a,2,2,2,2,1,1,1,1
UmStchvD,Vasco,Ponte Preta,3,2,5,0,2012-06-30,7,1.45,4.04,6.73,2012,serie-a,0,0,2,0,1,1,0,1
vaeaFZgs,Cruzeiro,Sao Paulo,2,3,5,2,2012-06-30,7,2.04,3.28,3.44,2012,serie-a,0,0,0,0,0,0,0,0
0ENxbYO6,Flamengo RJ,Atletico GO,3,2,5,0,2012-07-01,7,1.57,3.75,5.52,2012,serie-a,0,0,0,0,1,1,1,1
8vmGBig6,Bahia,Internacional,1,1,2,1,2012-07-01,7,2.9,3.15,2.35,2012,serie-a,2,2,2,2,0,0,0,0
8vRpdCgJ,Palmeiras,Figueirense,3,1,4,0,2012-07-01,7,1.99,3.25,3.61,2012,serie-a,2,2,2,2,0,0,0,0
Ikf3Eg9m,Portuguesa,Santos,0,0,0,1,2012-07-01,7,3.48,3.3,2.02,2012,serie-a,0,0,2,2,0,0,0,0
MJ8XJFoQ,Gremio,Atletico-MG,0,1,1,2,2012-07-01,7,1.92,3.3,3.8,2012,serie-a,2,2,1,2,1,1,0,1
zRl8DDOg,Coritiba,Sport Recife,2,3,5,2,2012-07-01,7,1.65,3.57,4.93,2012,serie-a,0,0,2,0,0,0,1,0
CCFxThOt,Internacional,Cruzeiro,2,1,3,0,2012-07-07,8,1.73,3.47,4.51,2012,serie-a,2,1,1,1,0,0,0,0
MsiKAB8C,Botafogo RJ,Bahia,3,0,3,0,2012-07-07,8,1.55,3.73,5.77,2012,serie-a,0,0,2,0,1,1,0,1
218kQj8a,Figueirense,Vasco,1,1,2,1,2012-07-08,8,2.29,3.2,2.96,2012,serie-a,2,2,0,2,0,0,0,0
46tP9VNI,Fluminense,Flamengo RJ,1,0,1,0,2012-07-08,8,1.94,3.34,3.7,2012,serie-a,0,0,0,0,1,1,1,1
8v9oRWhg,Ponte Preta,Palmeiras,1,0,1,0,2012-07-08,8,2.09,3.21,3.36,2012,serie-a,0,0,0,0,1,1,1,1
A3TAXYFP,Sao Paulo,Coritiba,3,1,4,0,2012-07-08,8,1.44,4.07,6.9,2012,serie-a,0,2,0,0,1,0,1,1
bT1bOUxC,Atletico GO,Nautico,0,1,1,2,2012-07-08,8,1.66,3.73,4.73,2012,serie-a,2,2,0,2,1,1,0,1
fy5sSCwm,Atletico-MG,Portuguesa,2,0,2,0,2012-07-08,8,1.38,4.35,7.62,2012,serie-a,0,0,0,0,1,1,1,1
rcuT8kwP,Santos,Gremio,4,2,6,0,2012-07-08,8,1.84,3.39,4.06,2012,serie-a,2,2,2,2,0,0,0,0
th7gPAN5,Sport Recife,Corinthians,1,1,2,1,2012-07-08,8,2.18,3.22,3.14,2012,serie-a,0,0,2,0,0,0,0,0
Aq5TKeWJ,Corinthians,Botafogo RJ,1,3,4,2,2012-07-12,7,1.86,3.34,4.01,2012,serie-a,2,2,0,2,1,1,0,1
jLsQIjGu,Corinthians,Nautico,2,1,3,0,2012-07-14,9,1.4,4.25,7.34,2012,serie-a,2,2,0,1,0,0,1,0
K0ZtF8F4,Figueirense,Atletico-MG,3,4,7,2,2012-07-14,9,2.43,3.24,2.7,2012,serie-a,2,2,2,2,1,1,1,1
booYGUph,Cruzeiro,Gremio,1,3,4,2,2012-07-15,9,1.93,3.34,3.75,2012,serie-a,0,0,1,0,0,0,0,0
SQxkDnpH,Bahia,Flamengo RJ,1,2,3,2,2012-07-15,9,2.25,3.23,2.99,2012,serie-a,2,2,0,2,1,1,0,1
UBtUHAVo,Internacional,Santos,0,0,0,1,2012-07-15,9,1.87,3.35,3.96,2012,serie-a,0,0,1,0,0,0,1,0
URI9LSMU,Palmeiras,Sao Paulo,1,1,2,1,2012-07-15,9,2.59,3.16,2.61,2012,serie-a,2,2,2,2,0,0,0,0
Wt06M87O,Vasco,Atletico GO,1,0,1,0,2012-07-15,9,1.5,3.94,6.04,2012,serie-a,0,0,0,0,1,1,1,1
xK02NlhI,Botafogo RJ,Fluminense,1,1,2,1,2012-07-15,9,2.57,3.23,2.58,2012,serie-a,2,0,2,2,0,0,0,0
xxpxGl0b,Ponte Preta,Coritiba,4,1,5,0,2012-07-15,9,2.27,3.21,3.05,2012,serie-a,0,2,0,0,1,0,1,1
Y3woESUA,Sport Recife,Portuguesa,2,1,3,0,2012-07-15,9,2.02,3.32,3.45,2012,serie-a,0,0,1,0,1,1,0,1
2uTaVTao,Sao Paulo,Vasco,0,1,1,2,2012-07-19,10,1.85,3.38,3.99,2012,serie-a,2,2,0,2,1,1,0,1
6HygC6aN,Flamengo RJ,Corinthians,0,3,3,2,2012-07-19,10,2.35,3.2,2.88,2012,serie-a,0,0,2,0,0,0,1,0
b7M8T7Uc,Atletico-MG,Internacional,3,1,4,0,2012-07-19,10,1.74,3.48,4.54,2012,serie-a,0,0,0,0,1,1,1,1
GrX3UmFi,Gremio,Sport Recife,3,1,4,0,2012-07-19,10,1.37,4.35,7.91,2012,serie-a,0,0,0,0,1,1,1,1
lxuI6pNp,Santos,Botafogo RJ,0,0,0,1,2012-07-19,10,2.2,3.26,3.08,2012,serie-a,2,2,0,2,0,0,0,0
pOOKQ5EG,Nautico,Ponte Preta,3,0,3,0,2012-07-19,10,2.14,3.25,3.2,2012,serie-a,2,2,2,2,0,0,0,0
xbLCSRq4,Portuguesa,Cruzeiro,0,2,2,2,2012-07-19,10,2.41,3.19,2.77,2012,serie-a,2,2,2,2,1,1,1,1
6XPGRoaA,Coritiba,Palmeiras,1,1,2,1,2012-07-20,10,1.77,3.5,4.22,2012,serie-a,0,0,2,2,0,0,0,0
nThjBQET,Fluminense,Bahia,4,0,4,0,2012-07-20,10,1.34,4.49,8.83,2012,serie-a,0,0,0,0,1,1,1,1
QLxk9wqq,Atletico GO,Figueirense,3,2,5,0,2012-07-20,10,2.0,3.31,3.56,2012,serie-a,2,2,2,2,0,0,0,0
IF1SMdDr,Sport Recife,Atletico-MG,1,4,5,2,2012-07-21,11,3.26,3.28,2.09,2012,serie-a,2,2,2,2,1,1,1,1
WIuc7HDe,Vasco,Santos,2,0,2,0,2012-07-21,11,1.68,3.54,4.79,2012,serie-a,0,0,2,0,1,1,0,1
A9v16yT1,Palmeiras,Nautico,3,0,3,0,2012-07-22,11,1.53,3.73,5.97,2012,serie-a,2,2,0,0,0,0,1,1
CjGVLGSl,Bahia,Coritiba,2,2,4,1,2012-07-22,11,2.27,3.22,2.98,2012,serie-a,2,2,0,2,0,0,0,0
G6F0Rx5R,Figueirense,Sao Paulo,0,2,2,2,2012-07-22,11,2.39,3.21,2.79,2012,serie-a,2,0,2,2,1,0,1,1
KvMiTbzF,Cruzeiro,Flamengo RJ,1,0,1,0,2012-07-22,11,1.78,3.49,4.19,2012,serie-a,0,2,0,0,1,0,1,1
nRNqVK52,Corinthians,Portuguesa,1,1,2,1,2012-07-22,11,1.54,3.78,5.94,2012,serie-a,0,0,0,0,0,0,0,0
QHMmUvL8,Internacional,Atletico GO,4,1,5,0,2012-07-22,11,1.55,3.73,5.84,2012,serie-a,0,0,0,0,1,1,1,1
xdtg8cbk,Botafogo RJ,Gremio,0,1,1,2,2012-07-22,11,1.96,3.35,3.56,2012,serie-a,2,0,2,0,1,0,1,0
YsQeSIkL,Ponte Preta,Fluminense,1,2,3,2,2012-07-22,11,3.03,3.27,2.2,2012,serie-a,2,2,2,2,1,1,1,1
0CdQsbk8,Corinthians,Cruzeiro,2,0,2,0,2012-07-26,12,1.91,3.29,3.81,2012,serie-a,2,2,2,2,0,0,0,0
4pu9ZZdl,Nautico,Coritiba,3,4,7,2,2012-07-26,12,2.13,3.3,3.18,2012,serie-a,0,2,0,2,0,1,0,1
hAy5zGsr,Figueirense,Internacional,0,1,1,2,2012-07-26,12,2.5,3.21,2.66,2012,serie-a,2,2,2,2,1,1,1,1
n9UDYgCf,Atletico GO,Sao Paulo,4,3,7,0,2012-07-26,12,2.69,3.19,2.48,2012,serie-a,2,2,2,2,0,0,0,0
v3eUtI4E,Gremio,Fluminense,1,0,1,0,2012-07-26,12,1.78,3.44,4.25,2012,serie-a,2,2,2,2,0,0,0,0
Y54vKfc1,Vasco,Botafogo RJ,1,0,1,0,2012-07-26,12,2.27,3.28,2.93,2012,serie-a,0,2,0,0,1,0,1,1
zVlwudZQ,Ponte Preta,Sport Recife,1,1,2,1,2012-07-26,12,1.71,3.58,4.5,2012,serie-a,0,0,0,0,0,0,0,0
dvjZuxKK,Atletico-MG,Santos,2,0,2,0,2012-07-27,12,1.47,3.91,6.54,2012,serie-a,0,0,0,0,1,1,1,1
jsFZKzre,Flamengo RJ,Portuguesa,0,0,0,1,2012-07-27,12,1.71,3.49,4.61,2012,serie-a,0,0,2,0,0,0,0,0
n98rJEC7,Palmeiras,Bahia,0,2,2,2,2012-07-27,12,1.47,3.91,6.67,2012,serie-a,0,0,0,0,0,0,0,0
lYECgelK,Internacional,Vasco,0,0,0,1,2012-07-28,13,2.01,3.27,3.49,2012,serie-a,2,2,1,2,0,0,1,0
QFHumgRm,Coritiba,Gremio,2,1,3,0,2012-07-28,13,2.3,3.25,2.91,2012,serie-a,2,0,2,2,0,1,0,0
46GqnDtf,Sport Recife,Atletico GO,0,0,0,1,2012-07-29,13,1.96,3.31,3.63,2012,serie-a,0,0,0,0,0,0,0,0
bTFmoXe0,Bahia,Corinthians,0,0,0,1,2012-07-29,13,2.96,3.18,2.29,2012,serie-a,2,2,2,2,0,0,0,0
fZXLWXt7,Fluminense,Atletico-MG,0,0,0,1,2012-07-29,13,2.15,3.23,3.18,2012,serie-a,2,2,1,2,0,0,1,0
p40rlZBs,Portuguesa,Nautico,3,1,4,0,2012-07-29,13,1.68,3.62,4.67,2012,serie-a,2,2,0,1,0,0,1,0
QaTHXDR0,Botafogo RJ,Figueirense,1,0,1,0,2012-07-29,13,1.51,3.86,5.92,2012,serie-a,0,0,0,0,1,1,1,1
reEGhF3Q,Cruzeiro,Palmeiras,2,1,3,0,2012-07-29,13,1.88,3.31,3.95,2012,serie-a,0,0,0,0,1,1,1,1
YPWPVidD,Santos,Ponte Preta,2,1,3,0,2012-07-29,13,1.9,3.3,3.85,2012,serie-a,2,2,0,2,0,0,1,0
zVA8fyZD,Sao Paulo,Flamengo RJ,4,1,5,0,2012-07-29,13,1.68,3.57,4.71,2012,serie-a,0,0,0,0,1,1,1,1
f9lVcAu6,Atletico GO,Botafogo RJ,1,2,3,2,2012-08-04,14,2.73,3.24,2.43,2012,serie-a,2,2,2,2,1,1,1,1
Yo80rVuJ,Palmeiras,Internacional,0,1,1,2,2012-08-04,14,2.25,3.19,3.04,2012,serie-a,2,2,2,2,1,1,1,1
0h0n6YXP,Gremio,Bahia,3,1,4,0,2012-08-05,14,1.33,4.42,9.17,2012,serie-a,0,0,0,0,1,1,1,1
4KeI0Cem,Portuguesa,Figueirense,2,0,2,0,2012-08-05,14,1.8,3.45,4.19,2012,serie-a,0,2,0,0,1,0,1,1
6ZxF1hts,Cruzeiro,Ponte Preta,1,2,3,2,2012-08-05,14,1.6,3.67,5.27,2012,serie-a,0,0,0,0,0,0,0,0
bseMaWAg,Coritiba,Fluminense,0,2,2,2,2012-08-05,14,2.5,3.24,2.64,2012,serie-a,2,0,2,2,1,0,1,1
fe9dqBQC,Vasco,Corinthians,0,0,0,1,2012-08-05,14,2.03,3.26,3.48,2012,serie-a,0,0,0,0,0,0,0,0
M11r7EIJ,Sao Paulo,Sport Recife,1,0,1,0,2012-08-05,14,1.39,4.2,7.8,2012,serie-a,0,0,0,0,1,1,1,1
xYgQbjQa,Nautico,Santos,3,0,3,0,2012-08-05,14,2.09,3.24,3.31,2012,serie-a,1,0,2,2,0,1,0,0
2wpAbsWG,Sport Recife,Vasco,0,2,2,2,2012-08-09,15,3.0,3.18,2.27,2012,serie-a,2,2,2,2,1,1,1,1
d0qEc1oN,Bahia,Portuguesa,0,0,0,1,2012-08-09,15,2.41,3.12,2.83,2012,serie-a,2,1,2,2,0,1,0,0
Kfhg2PWi,Internacional,Nautico,0,0,0,1,2012-08-09,15,1.38,4.27,7.74,2012,serie-a,0,2,0,0,0,0,0,0
lzt6aNGA,Figueirense,Flamengo RJ,0,2,2,2,2012-08-09,15,2.27,3.24,2.95,2012,serie-a,2,2,2,2,1,1,1,1
t4gk35Ho,Corinthians,Atletico GO,1,1,2,1,2012-08-09,15,1.44,3.96,7.04,2012,serie-a,0,1,0,0,0,1,0,0
vaF6vMvo,Santos,Cruzeiro,4,2,6,0,2012-08-09,15,2.29,3.18,2.97,2012,serie-a,2,2,0,2,0,0,1,0
YamZdUfC,Botafogo RJ,Palmeiras,1,2,3,2,2012-08-09,15,1.8,3.37,4.25,2012,serie-a,0,0,2,0,0,0,1,0
6Bj10314,Ponte Preta,Gremio,0,0,0,1,2012-08-10,15,2.72,3.23,2.41,2012,serie-a,2,2,2,2,0,0,0,0
SKic1qnb,Atletico-MG,Coritiba,1,0,1,0,2012-08-10,15,1.35,4.46,7.95,2012,serie-a,0,0,0,0,1,1,1,1
SMnwdlAI,Fluminense,Sao Paulo,2,1,3,0,2012-08-10,15,2.03,3.22,3.49,2012,serie-a,0,0,0,0,1,1,1,1
fyPliaOj,Santos,Atletico GO,2,2,4,1,2012-08-11,16,1.82,3.36,4.14,2012,serie-a,0,2,0,0,0,0,0,0
lf8iBKFM,Sport Recife,Figueirense,0,1,1,2,2012-08-11,16,1.64,3.53,5.06,2012,serie-a,0,1,0,0,0,0,0,0
WIcdAvVS,Bahia,Cruzeiro,0,1,1,2,2012-08-11,16,2.76,3.11,2.48,2012,serie-a,2,2,2,2,1,1,1,1
2w6uEMV3,Atletico-MG,Vasco,1,0,1,0,2012-08-12,16,1.8,3.36,4.23,2012,serie-a,0,0,0,0,1,1,1,1
8vDWFr1i,Sao Paulo,Gremio,1,2,3,2,2012-08-12,16,2.07,3.26,3.37,2012,serie-a,2,0,2,2,1,0,1,1
A39mC00G,Coritiba,Corinthians,1,2,3,2,2012-08-12,16,2.51,3.17,2.66,2012,serie-a,2,0,2,2,1,0,1,1
GpQphu9p,Fluminense,Palmeiras,1,0,1,0,2012-08-12,16,1.73,3.43,4.62,2012,serie-a,0,0,0,0,1,1,1,1
KEGzF2Gc,Internacional,Ponte Preta,2,1,3,0,2012-08-12,16,1.53,3.75,6.02,2012,serie-a,0,0,0,0,1,1,1,1
tU4qDtoA,Portuguesa,Botafogo RJ,1,1,2,1,2012-08-12,16,2.48,3.18,2.68,2012,serie-a,2,2,0,2,0,0,0,0
zirIdL0T,Flamengo RJ,Nautico,2,0,2,0,2012-08-12,16,1.79,3.42,4.27,2012,serie-a,0,2,0,0,1,0,1,1
086EQaF9,Cruzeiro,Fluminense,1,1,2,1,2012-08-16,17,2.44,3.16,2.77,2012,serie-a,2,2,2,2,0,0,0,0
6o7ARu03,Gremio,Portuguesa,1,2,3,2,2012-08-16,17,1.52,3.75,6.21,2012,serie-a,0,0,0,0,0,0,0,0
8vkO5bwp,Botafogo RJ,Sport Recife,2,0,2,0,2012-08-16,17,1.42,4.16,7.3,2012,serie-a,0,0,0,0,1,1,1,1
EBAIPJUF,Ponte Preta,Bahia,0,2,2,2,2012-08-16,17,1.63,3.6,5.14,2012,serie-a,0,0,0,0,0,0,0,0
SIjgJH7q,Atletico GO,Atletico-MG,1,1,2,1,2012-08-16,17,3.65,3.3,1.95,2012,serie-a,2,2,2,2,0,0,0,0
thmW3x8d,Palmeiras,Flamengo RJ,1,0,1,0,2012-08-16,17,1.83,3.4,4.11,2012,serie-a,2,2,0,2,0,0,1,0
zRbRNcaS,Nautico,Sao Paulo,3,0,3,0,2012-08-16,17,2.41,3.24,2.74,2012,serie-a,2,2,2,2,0,0,0,0
21lS4Ihj,Vasco,Coritiba,2,2,4,1,2012-08-17,17,1.58,3.71,5.45,2012,serie-a,0,2,0,0,0,0,0,0
dz0NOwpM,Figueirense,Santos,1,3,4,2,2012-08-17,17,2.6,3.19,2.55,2012,serie-a,2,2,2,2,1,1,1,1
Sf86SLpc,Corinthians,Internacional,1,0,1,0,2012-08-17,17,2.03,3.18,3.54,2012,serie-a,2,2,2,2,0,0,0,0
KCFWWzxq,Nautico,Bahia,1,0,1,0,2012-08-18,18,1.84,3.4,3.96,2012,serie-a,0,0,2,0,1,1,0,1
lYv2Hexd,Fluminense,Sport Recife,1,0,1,0,2012-08-18,18,1.44,4.07,6.89,2012,serie-a,0,0,0,0,1,1,1,1
08r6GFi2,Santos,Corinthians,3,2,5,0,2012-08-19,18,2.18,3.21,3.14,2012,serie-a,2,0,2,2,0,1,0,0
2y5yWfik,Atletico GO,Palmeiras,2,1,3,0,2012-08-19,18,2.46,3.2,2.67,2012,serie-a,2,0,2,2,0,1,0,0
69kcIyNk,Flamengo RJ,Vasco,1,0,1,0,2012-08-19,18,2.76,3.12,2.47,2012,serie-a,2,2,2,2,0,0,0,0
AwQdwwaF,Atletico-MG,Botafogo RJ,3,2,5,0,2012-08-19,18,1.74,3.44,4.43,2012,serie-a,0,0,0,0,1,1,1,1
EBWmuaU2,Sao Paulo,Ponte Preta,3,0,3,0,2012-08-19,18,1.58,3.7,5.37,2012,serie-a,0,0,2,0,1,1,0,1
h2VivJq9,Gremio,Figueirense,4,0,4,0,2012-08-19,18,1.4,4.17,7.39,2012,serie-a,0,0,0,0,1,1,1,1
lUO0xcEL,Portuguesa,Internacional,1,1,2,1,2012-08-19,18,2.73,3.13,2.48,2012,serie-a,2,2,2,2,0,0,0,0
riO4yHTR,Coritiba,Cruzeiro,4,0,4,0,2012-08-19,18,1.89,3.41,3.77,2012,serie-a,2,0,2,2,0,1,0,0
lh3qUYL1,Vasco,Fluminense,1,2,3,2,2012-08-25,19,2.9,3.16,2.34,2012,serie-a,2,2,2,2,1,1,1,1
Sr2mThy8,Palmeiras,Santos,1,2,3,2,2012-08-25,19,2.44,3.24,2.67,2012,serie-a,2,2,0,2,1,1,0,1
6enIFfO5,Bahia,Atletico GO,1,1,2,1,2012-08-26,19,2.03,3.24,3.47,2012,serie-a,0,2,0,0,0,0,0,0
CYnEGz9a,Sport Recife,Nautico,0,0,0,1,2012-08-26,19,2.43,3.21,2.71,2012,serie-a,2,2,0,2,0,0,0,0
G6g5Idvm,Ponte Preta,Portuguesa,2,1,3,0,2012-08-26,19,2.36,3.16,2.88,2012,serie-a,2,0,2,2,0,1,0,0
pKWXz5fE,Internacional,Gremio,0,1,1,2,2012-08-26,19,2.17,3.21,3.16,2012,serie-a,2,2,0,2,1,1,0,1
tS3uVE6e,Botafogo RJ,Flamengo RJ,0,0,0,1,2012-08-26,19,2.26,3.2,2.99,2012,serie-a,0,0,2,0,0,0,0,0
WGSTyou8,Corinthians,Sao Paulo,1,2,3,2,2012-08-26,19,2.2,3.23,3.1,2012,serie-a,2,2,0,2,1,1,0,1
xGf1JxPt,Cruzeiro,Atletico-MG,2,2,4,1,2012-08-26,19,3.2,3.22,2.15,2012,serie-a,2,2,2,2,0,0,0,0
YslAHGgg,Figueirense,Coritiba,3,1,4,0,2012-08-26,19,2.65,3.25,2.48,2012,serie-a,2,2,0,2,0,0,1,0
69RjUgwa,Coritiba,Internacional,1,0,1,0,2012-08-30,20,2.54,3.17,2.65,2012,serie-a,2,0,2,2,0,1,0,0
bqOrWF8n,Atletico-MG,Ponte Preta,2,2,4,1,2012-08-30,20,1.38,4.33,7.82,2012,serie-a,0,0,0,0,0,0,0,0
CnSnVZNh,Portuguesa,Palmeiras,3,0,3,0,2012-08-30,20,2.71,3.1,2.51,2012,serie-a,0,2,0,0,1,0,1,1
GKYwXegt,Gremio,Vasco,2,0,2,0,2012-08-30,20,1.79,3.38,4.27,2012,serie-a,0,0,0,0,1,1,1,1
n5fQDYhI,Fluminense,Corinthians,1,1,2,1,2012-08-30,20,2.06,3.21,3.43,2012,serie-a,0,0,0,0,0,0,0,0
p0QfTDh5,Nautico,Figueirense,3,2,5,0,2012-08-30,20,1.74,3.45,4.47,2012,serie-a,0,0,0,0,1,1,1,1
QBshSX7B,Atletico GO,Cruzeiro,0,2,2,2,2012-08-30,20,2.25,3.28,2.95,2012,serie-a,2,2,2,2,1,1,1,1
QegUCh8O,Santos,Bahia,1,3,4,2,2012-08-30,20,1.34,4.53,8.65,2012,serie-a,0,0,0,0,0,0,0,0
4t5LEEwC,Flamengo RJ,Sport Recife,1,1,2,1,2012-08-31,20,1.5,3.85,6.19,2012,serie-a,0,0,0,0,0,0,0,0
EBnCyxoP,Sao Paulo,Botafogo RJ,4,0,4,0,2012-08-31,20,1.67,3.68,4.59,2012,serie-a,0,2,1,2,1,0,0,0
6V2RtXM4,Figueirense,Fluminense,2,2,4,1,2012-09-01,21,3.04,3.16,2.25,2012,serie-a,2,2,2,2,0,0,0,0
CSq4PViU,Palmeiras,Gremio,0,0,0,1,2012-09-01,21,2.44,3.15,2.77,2012,serie-a,2,2,2,2,0,0,0,0
42tdRiNH,Botafogo RJ,Coritiba,2,0,2,0,2012-09-02,21,1.85,,3.95,2012,serie-a,0,2,0,0,1,0,1,1
bPu0QBxO,Vasco,Portuguesa,2,0,2,0,2012-09-02,21,1.62,3.58,5.11,2012,serie-a,0,0,0,0,1,1,1,1
CS5ZvBiH,Bahia,Sao Paulo,1,0,1,0,2012-09-02,21,2.84,3.14,2.38,2012,serie-a,2,2,2,2,0,0,0,0
GtAEqZxn,Internacional,Flamengo RJ,4,1,5,0,2012-09-02,21,1.65,3.56,4.84,2012,serie-a,0,2,0,0,1,0,1,1
I56VuixB,Sport Recife,Santos,2,1,3,0,2012-09-02,21,2.42,3.16,2.77,2012,serie-a,2,2,2,2,0,0,0,0
O6DMsD7b,Ponte Preta,Atletico GO,3,1,4,0,2012-09-02,21,1.97,3.3,3.61,2012,serie-a,0,0,0,0,1,1,1,1
pGEIrghh,Cruzeiro,Nautico,3,0,3,0,2012-09-02,21,1.55,3.73,5.59,2012,serie-a,0,2,0,0,1,0,1,1
xjBApFNu,Corinthians,Atletico-MG,1,0,1,0,2012-09-02,21,2.24,3.19,3.02,2012,serie-a,2,2,2,2,0,0,0,0
bPR4fji4,Portuguesa,Coritiba,3,0,3,0,2012-09-06,22,1.95,3.34,3.58,2012,serie-a,0,2,0,0,1,0,1,1
EFUGilyN,Bahia,Atletico-MG,0,0,0,1,2012-09-06,22,2.86,3.14,2.37,2012,serie-a,2,2,2,2,0,0,0,0
h0t8gA6A,Figueirense,Corinthians,1,0,1,0,2012-09-06,22,2.51,3.16,2.67,2012,serie-a,2,1,2,2,0,0,0,0
jJ4wvV6N,Flamengo RJ,Ponte Preta,0,1,1,2,2012-09-06,22,2.0,3.33,3.49,2012,serie-a,0,2,0,2,0,1,0,1
KYS0eWyb,Cruzeiro,Botafogo RJ,1,3,4,2,2012-09-06,22,1.88,3.42,3.77,2012,serie-a,0,2,0,2,0,1,0,1
